Site,MJD,camera,F00,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
"lsc",2458586.246919200,"fa09",7.010554284853360,6.154831017474683,2.050105257549203,1.336830404645434,1.220079198932741,0.1181232162176868,0.3065445709138673,0.2368151231991950,0.06491285371157751,0.2829778858254917,-7.741135891637144,-6.696915934155541,-2.458306480032427,-1.607640695972598,-1.425525029675839,-0.3749983220749393,-0.3433827100063684,-0.3994796620995449,-0.1118065118242808,-0.1413210474971255
"lsc",2458586.246919200,"fa09",7.010346717255389,6.154764526190549,2.049841214185741,1.336474863334999,1.219666692751381,0.1176913718159605,0.3064351108631984,0.2362308104764399,0.06486414276520869,0.2831408486463314,-7.741127350482603,-6.697006561172364,-2.458332562860278,-1.607659233448867,-1.425474697952632,-0.3750405466416316,-0.3434145927967620,-0.3995133732478047,-0.1118081196802131,-0.1413944323476161
"lsc",2458586.246919200,"fa09",7.010603108048892,6.155016184367647,2.050168969523424,1.336914881812531,1.220179956069289,0.1182535900071291,0.3065634230481096,0.2368660434380767,0.06491375414525630,0.2831087858692556,-7.741094034802979,-6.696918634495918,-2.458277099263142,-1.607587597849333,-1.425448624210543,-0.3749526081854694,-0.3433442664553352,-0.3993666289602811,-0.1118020631002382,-0.1413639031727957
"lsc",2458586.246919200,"fa09",7.014197637010719,6.172666821795898,2.066032929226186,1.362323052086592,1.227216024357596,0.1454953559272072,0.3056874862314997,0.2396386616469617,0.06763283431525879,0.2940704761923727,-7.739142079917878,-6.636649788767902,-2.421687204119936,-1.598889522328484,-1.412076316896583,-0.2857573062933072,-0.3469350443379674,-0.4498051118791770,-0.1074982933579399,-0.07631333552810404
"lsc",2458586.249724200,"fa09",6.969270128986525,5.937320340917022,2.041769113189347,1.274294119544624,1.136453199743802,0.1471806981564459,0.2975592778393115,0.1699428380685318,0.05109560220710258,0.1180176080307229,-7.744832246314082,-6.667629134941804,-2.447224432177434,-1.599973763469053,-1.431092602921879,-0.3870459250158712,-0.3344500623260527,-0.3751497447430585,-0.09296472994557625,-0.1085289880548662
"lsc",2458586.249724200,"fa09",6.969735334762224,5.939263947612994,2.041786939657278,1.273896750138776,1.137387059830389,0.1468606373084529,0.2977027611096733,0.1697294511429359,0.05109891991826643,0.1197549253495032,-7.744803095638817,-6.667571458535016,-2.447186979233618,-1.599936757131531,-1.431036447296197,-0.3869947092250516,-0.3344148340682318,-0.3750051529581281,-0.09295217955504143,-0.1085156185525785
"lsc",2458586.249724200,"fa09",6.969771950361454,5.939283250617577,2.041858202732477,1.273999517241778,1.137430575375497,0.1469888841030604,0.2977452259513610,0.1698144910131035,0.05109845988609971,0.1197197866776025,-7.744804374265854,-6.667607182719796,-2.447185956088643,-1.599936574390261,-1.431043056717264,-0.3869880985061246,-0.3344128159805406,-0.3750355494280004,-0.09295118065415142,-0.1085463177525466
"lsc",2458586.249724200,"fa09",6.969813085805363,5.939471742304430,2.041884466973500,1.274037245865264,1.137516068176998,0.1470305066841853,0.2977592020610061,0.1698635310369385,0.05110380649902570,0.1198573180093410,-7.744817435425386,-6.667560070485158,-2.447200494664593,-1.599951127257863,-1.431074437769216,-0.3870169688099079,-0.3344180355173629,-0.3750308260748267,-0.09295724046520992,-0.1084941562774146
"lsc",2458586.249724200,"fa09",6.956228367888162,5.920694604634173,2.028124736018212,1.271451261703905,1.105567077257082,0.1097988389694660,0.2990015224926760,0.1756177179787953,0.05370924700621330,0.1073296811670803,-7.748355105467863,-6.621053883902123,-2.455372790741913,-1.588193409167518,-1.421528565806530,-0.4090208766458354,-0.3451038558877318,-0.4228450582487688,-0.08720106398818793,-0.05359409256777425
"lsc",2458586.252529300,"fa09",6.994927737571193,5.995306061897578,2.062889920414014,1.294341366478238,1.187087795993425,0.2217891485709298,0.2996715954595991,0.2039009018279925,0.02161643212817166,0.1433024365478093,-7.746226171757348,-6.705346568600670,-2.473541597619636,-1.627558235124674,-1.437245973029688,-0.4640571985467377,-0.3395505262502448,-0.3824892871426649,-0.1002629910780697,-0.1389504387982003
"lsc",2458586.252529300,"fa09",6.994927737571193,5.995306061897578,2.062889920414014,1.294341366478238,1.187087795993425,0.2217891485709298,0.2996715954595991,0.2039009018279925,0.02161643212817166,0.1433024365478093,-7.746226171757348,-6.705346568600670,-2.473541597619636,-1.627558235124674,-1.437245973029688,-0.4640571985467377,-0.3395505262502448,-0.3824892871426649,-0.1002629910780697,-0.1389504387982003
"lsc",2458586.252529300,"fa09",6.995020187536004,5.995464678019638,2.063002052028828,1.294509433210358,1.187238880897047,0.2219750719807526,0.2997499567008200,0.2040873829927228,0.02162752579280586,0.1433413025835024,-7.746248651972385,-6.705289145162120,-2.473539478644659,-1.627573076292610,-1.437322873253446,-0.4640515367529698,-0.3395450497585923,-0.3825070260777077,-0.1002623485108497,-0.1388894592159812
"lsc",2458586.252529300,"fa09",6.994862404398820,5.995097729702909,2.062776047667761,1.294188048854285,1.186970165506810,0.2215847810349995,0.2996306807235378,0.2037924565734563,0.02160438126944342,0.1431827799841154,-7.746247756752232,-6.705348051036871,-2.473561991732035,-1.627583021715430,-1.437283463398568,-0.4640905447450154,-0.3395672946511710,-0.3825490395718283,-0.1002678372401260,-0.1389291510850616
"lsc",2458586.252529300,"fa09",6.994825279568847,5.994954073359632,2.062726520730441,1.294128241007408,1.186888606409425,0.2214709586894257,0.2996213471610866,0.2037731342324216,0.02160855465231686,0.1430750375285479,-7.746270659433144,-6.705340543789499,-2.473588706815034,-1.627617192151840,-1.437338339431693,-0.4641393811241079,-0.3395813922904979,-0.3825964529001927,-0.1002745518402937,-0.1389081121732976
"lsc",2458586.252529300,"fa09",7.000036309094107,6.049037221664642,2.087735138069300,1.331033855671519,1.197800119330881,0.2761582917453154,0.3027367577247999,0.2196485019927019,0.01976863275614306,0.1804935904670975,-7.758104403674834,-6.665068514855147,-2.465811562892506,-1.607542406552575,-1.455876474670641,-0.4422993242157087,-0.3418139953757436,-0.3991383228135101,-0.1009217328898507,-0.1023210143823650
"lsc",2458586.252529300,"fa09",6.994862404398820,5.995097729702909,2.062776047667761,1.294188048854285,1.186970165506810,0.2215847810349995,0.2996306807235378,0.2037924565734563,0.02160438126944342,0.1431827799841154,-7.746247756752232,-6.705348051036871,-2.473561991732035,-1.627583021715430,-1.437283463398568,-0.4640905447450154,-0.3395672946511710,-0.3825490395718283,-0.1002678372401260,-0.1389291510850616
"lsc",2458586.255322600,"fa09",6.976766480882224,6.071765791370531,2.011120456065048,1.355619707004322,1.111878116486444,-0.06739308013195267,0.3235308797870918,0.2807301769425108,0.07929069817688275,0.1954010984962369,-7.755926705424413,-6.617929597986797,-2.456316549676670,-1.594633729499791,-1.448804004101371,-0.4055640752792304,-0.3420340277063863,-0.4122519340369906,-0.1037908975885895,-0.06141387094380180
"lsc",2458586.255322600,"fa09",6.995576566313103,6.057306861187924,2.072114648563950,1.357362791606653,1.155617098446862,0.08604951049498721,0.3246505703150183,0.2420921843627164,0.07604545318650287,0.1881949643902876,-7.749630729865798,-6.682631383588591,-2.458614388532459,-1.612687242559947,-1.441435144944439,-0.4133251214975840,-0.3398979262416046,-0.3972407916318104,-0.1021399130787846,-0.1192698277630252
"lsc",2458586.255322600,"fa09",6.995608255525121,6.057447468055669,2.072141943519521,1.357398214846491,1.155698293356926,0.08610715012247772,0.3246426940088721,0.2420885955498251,0.07604463929835099,0.1883088734834395,-7.749665942409566,-6.682576570105470,-2.458611483808498,-1.612706148727335,-1.441499314659805,-0.4133042747718098,-0.3399261942105545,-0.3972974472915785,-0.1021392385348401,-0.1191960489030624
"lsc",2458586.255322600,"fa09",6.995663007898749,6.057534215061295,2.072231476315315,1.357533434481131,1.155778318380917,0.08625600100793118,0.3246954369540927,0.2422024040604380,0.07605163922100838,0.1883183968698803,-7.749658161229684,-6.682612058230180,-2.458634585347379,-1.612713733179925,-1.441490746632713,-0.4133591339309788,-0.3399110383323803,-0.3972896727006269,-0.1021445083864190,-0.1192346078494539
"lsc",2458586.255322600,"fa09",6.994654927839477,6.061063386361288,2.068949630962051,1.356555714572059,1.153646999147016,0.07628887684597774,0.3243440379473478,0.2414029115892435,0.07712421664141211,0.1923857416048711,-7.749598452342014,-6.682661041574592,-2.458611326794801,-1.612674810979845,-1.441347247902644,-0.4132852970146856,-0.3398865322979779,-0.3972008632769031,-0.1021553382749320,-0.1193144192455153
"lsc",2458586.258127800,"fa09",6.989319903126251,6.035348992274956,2.025034303344790,1.334961631336238,1.170279171712633,0.05667900310683066,0.2974911226362702,0.2044382632147399,0.03851512857409256,0.1786008029503998,-7.739574185007561,-6.708724949977028,-2.445371399978042,-1.588956346068843,-1.426182402432019,-0.4029781008402651,-0.3400095113634244,-0.3960712044597163,-0.09616568108894111,-0.1568780262916975
"lsc",2458586.258127800,"fa09",6.989251497252999,6.035108018059693,2.024925056502684,1.334811200891178,1.170132037435386,0.05648168493772332,0.2974716156979317,0.2043738605940377,0.03850155331173441,0.1784373513237529,-7.739584894767968,-6.708680355575095,-2.445346353585193,-1.588942119258778,-1.426203024411671,-0.4029262498430695,-0.3400216198473861,-0.3960519009610047,-0.09615785059252030,-0.1568382254821881
"lsc",2458586.258127800,"fa09",6.989062752479051,6.034606780429400,2.024548859028620,1.334255841365466,1.169903352523802,0.05590722600169767,0.2972508136699349,0.2038220591350621,0.03845480626881426,0.1782643087502704,-7.739574382089963,-6.708741512956540,-2.445378040501365,-1.588951681642412,-1.426165112987096,-0.4029753107099923,-0.3400348910756867,-0.3960927878146615,-0.09617278668508167,-0.1568775338601484
"lsc",2458586.258127800,"fa09",6.989247436722363,6.035109558133660,2.024926987957039,1.334804568067971,1.170140326189945,0.05649915606706191,0.2974487343308730,0.2043263250511933,0.03850180872349962,0.1784532764874309,-7.739581564136704,-6.708653750506264,-2.445341316990533,-1.588938749912598,-1.426207119796925,-0.4029029653713281,-0.3400060091467884,-0.3960312209999097,-0.09616424661820436,-0.1568174912078915
"lsc",2458586.258127800,"fa09",6.979267854622445,5.980421926398485,2.009937100761567,1.331296344633192,1.145373055228833,0.01811544759810235,0.3007657333169367,0.2089035966195396,0.04038665626539566,0.1303351006847857,-7.746232376870466,-6.685464240803940,-2.434893299904818,-1.577036820057910,-1.434582564564831,-0.3650906757198285,-0.3445972302780555,-0.4218558459024579,-0.1016133913503566,-0.1289265963906026
"lsc",2458595.246911000,"fa09",7.010422630446719,6.059257626954817,2.097183766974794,1.356045824326806,1.222731465697517,0.2409299114833712,0.3259772048083636,0.2585223653921858,0.05536985724628363,0.1875405105540875,-7.741674376639192,-6.697057072517149,-2.447676526067822,-1.640005485517616,-1.429067382016572,-0.3754432536173870,-0.3385394941916874,-0.3944524102995326,-0.09942742832516377,-0.1320969112836234
"lsc",2458595.249704500,"fa09",7.028272660664550,6.109028400564486,2.112343975766983,1.410112422317566,1.235508361713055,0.1898342647795201,0.3678550945705089,0.3366664512137696,0.07731519252530905,0.1921687769251663,-7.734860778644534,-6.671786201122981,-2.449966785362717,-1.605495982984550,-1.414388000777036,-0.4008547073504106,-0.3393404065004018,-0.3939053706431588,-0.09901288834824787,-0.09803501429495709
"lsc",2458595.252509600,"fa09",7.005006940096608,6.052455581681508,2.070972326273299,1.337635144286776,1.197329822225554,0.1378247106669176,0.3223717181609763,0.1964246178849092,0.05709131887010631,0.1911476928856513,-7.733670552186129,-6.661078851014129,-2.436239872409338,-1.590593135072730,-1.417247403772199,-0.3732462914821013,-0.3279513649620109,-0.3827217154885652,-0.1002886710191829,-0.09442506778827287
"lsc",2458595.255314600,"fa09",6.985837758652580,6.004205870956150,2.093123015360358,1.359950178268991,1.202422564142268,0.2690602288203741,0.2973758345633044,0.1768980392087713,0.04886625081997717,0.1566789633988781,-7.736060775560702,-6.671892061590760,-2.444051943654012,-1.606310035889049,-1.432067323151014,-0.4151233965687914,-0.3269604995516360,-0.3674905427530757,-0.08130987280577950,-0.1136253724346246
"lsc",2458595.258119500,"fa09",6.955084868820578,5.911906919010811,2.007165655422616,1.252352950497541,1.122974254620612,0.06235554903230378,0.2907545301239956,0.1477533286614769,0.05305424000156324,0.1083539462786354,-7.750280103053687,-6.707672589481033,-2.474205128601263,-1.618770420260368,-1.429251834043638,-0.4303515202275541,-0.3630885971786952,-0.4779069724680856,-0.1121490256715205,-0.1172916341513699
"lsc",2458598.246913200,"fa09",6.920628469122151,5.889814246318381,1.898769195592225,1.098872371184539,1.088885679134970,-0.06785547097668987,0.2530840579595092,0.08633952963929570,0.006928026408781207,0.1471807296752373,-7.732021076434121,-6.693703362640699,-2.437674217919794,-1.600871466729803,-1.413905226767014,-0.3746134599830238,-0.3288756159134202,-0.3952805705881507,-0.09367816896957933,-0.1319578143068698
"lsc",2458598.249718400,"fa09",6.973220273928531,6.026962370540389,1.987675768090400,1.204417838142085,1.213102371026702,0.08247023131947817,0.2619147707753663,0.07117666853431470,0.02843466525833646,0.2048067437763070,-7.739153270430110,-6.697031353262441,-2.459534109969081,-1.597196608770922,-1.425614335773798,-0.4616811064122781,-0.3263010273511679,-0.3713964349488494,-0.07956442618618037,-0.1308191946416895
"lsc",2458598.252523600,"fa09",6.992258919068933,6.015085417438331,2.056434505237484,1.280888306096817,1.195170553977973,0.1606100516005576,0.3198672639249773,0.1398995092331141,0.04930185750341268,0.1665133075277674,-7.751198521451991,-6.709059109175185,-2.473078161212364,-1.635943443674168,-1.443297710205524,-0.4482612078202728,-0.3437350428900158,-0.4314348347828587,-0.1000686709234105,-0.1208733914771589
"lsc",2458598.255328500,"fa09",6.951049529270595,5.925633050552618,1.994261378615514,1.270464860199751,1.106888066830459,0.008802990818962297,0.3088364150334444,0.2084576852508155,0.03676546766715910,0.1045456235411562,-7.737048597414318,-6.698261367956020,-2.455635822409709,-1.596846072531955,-1.426135378534447,-0.4590588522504859,-0.3303131311941578,-0.3805181136934872,-0.08397063516280706,-0.1366524804302751
"lsc",2458598.258133600,"fa09",7.007475788517524,6.003862121925594,2.082746600714904,1.313829055467066,1.208397327879476,0.1657066552645114,0.3346934486055420,0.2423267141844385,0.04913208935417247,0.1271325553630875,-7.737459587512792,-6.690751466566851,-2.429980529183454,-1.598376562371385,-1.410542336572429,-0.3627949061175864,-0.3354060611726606,-0.4385304165044979,-0.08509284351946220,-0.1134046115883456
"lsc",2458600.246932700,"fa09",7.006082253476714,6.010122125462643,2.080132825354713,1.313146954240269,1.202592372931562,0.2206089747956610,0.2986498762159898,0.1382001485959454,0.04591110019782258,0.1730578085746415,-7.753058581059104,-6.698422836627870,-2.460575135173184,-1.641502647713655,-1.438693984833635,-0.4001294143290246,-0.3542454140408963,-0.4691127048437698,-0.09232678148941642,-0.1058327655679128
"lsc",2458600.249737800,"fa09",6.974370288820595,5.993645773126930,2.004294527763033,1.245934070882034,1.160224845450432,0.04833073828119930,0.2882737367237911,0.1476762525067985,0.05668686395396846,0.1822832105721842,-7.760416455678462,-6.714880595834227,-2.479719674740842,-1.678631268981194,-1.447191352170823,-0.4140105330350607,-0.3601891377109019,-0.4665946206125653,-0.1044475489082825,-0.1182775269200451
"lsc",2458600.252531400,"fa09",7.055110996501572,6.136308384605114,2.159245016769374,1.469751747481835,1.258023773595128,0.2853847983261402,0.3606596984453209,0.3120977478784932,0.05752337084591996,0.1837377145287622,-7.753552827998212,-6.725304146362708,-2.485890801352971,-1.647928883522551,-1.440151588068262,-0.4669752809170998,-0.3543452327726242,-0.4590176074026174,-0.09598381946416351,-0.1353282113694941
"lsc",2458600.255336500,"fa09",6.995902358661530,5.929733725311181,2.095419181709562,1.374253686444024,1.141849007325885,0.1311543533813946,0.3258339355874936,0.2055342300492453,0.05926578569774148,0.08030492968731029,-7.752204089150403,-6.704111906255523,-2.469905179941611,-1.644539876748740,-1.435679370947676,-0.3827273034767695,-0.3567390904888343,-0.4498756597036073,-0.1096263431383966,-0.1259169140250491
"lsc",2458600.258141500,"fa09",6.997726853590698,6.035157084219111,2.042690165734546,1.285761650761127,1.197045749428919,0.1010478608024896,0.3038521891067141,0.1512599224213076,0.05658784542154610,0.2003946205751090,-7.738488359755917,-6.708748572398747,-2.442454380626331,-1.622018647960631,-1.427288788537948,-0.3985980105978681,-0.3276792450478115,-0.4162333954096513,-0.08320048295343163,-0.1439204970741760
"lsc",2458603.246932500,"fa09",6.996685545499333,6.038508238405323,2.067240261228804,1.354137012175632,1.186777693901963,0.1476542339527706,0.3150527609799589,0.2514655791744944,0.06430445546530075,0.1795351615013057,-7.724262775028460,-6.654497350745332,-2.423163214357877,-1.572845641351056,-1.400859962865786,-0.3449825987128257,-0.3180230417872993,-0.3446477990402042,-0.08976286909463890,-0.1154270386184766
"lsc",2458603.249731200,"fa09",7.030684903406112,6.094708688195375,2.104896189426786,1.391016933541273,1.250959459426735,0.2652599067338138,0.3375115144278747,0.2801321689533978,0.04820017812427370,0.2037364970581623,-7.732560852990178,-6.690124410378700,-2.443988341552607,-1.616795897529241,-1.418232263545567,-0.3974246624087419,-0.3253419702170091,-0.3929869609270487,-0.09285714374325674,-0.1272498013810788
"lsc",2458603.252544400,"fa09",6.993431066366595,6.034837744158825,2.019472763317485,1.251410699232461,1.186782491902076,0.09646048648868211,0.3079443370834681,0.1899711406218689,0.04633420895171331,0.2036101593571544,-7.755128462201266,-6.695141002530659,-2.484395050617015,-1.643952746469742,-1.457358452202013,-0.4537879414385697,-0.3473301564023568,-0.4324109920479722,-0.1106973522654282,-0.1164166768741873
"lsc",2458603.255343300,"fa09",6.967436467404208,5.921509617232251,2.007218736902173,1.226976717727444,1.148273112086351,0.1129816721203951,0.2706662545880928,0.1231517199727383,0.05174264836623001,0.1257934716470985,-7.754363523933556,-6.700326050153541,-2.473080117680226,-1.629853880189762,-1.457200638456629,-0.4307864728334306,-0.3422197050376102,-0.4519072871719203,-0.1035916197860165,-0.1161500138104957
"lsc",2458603.258149400,"fa09",6.988790806205534,6.012461194647020,2.022833064095930,1.259232331499430,1.167921189859832,0.1066270610885214,0.3037293548188287,0.1740269850047298,0.03904701897950724,0.1844677764111249,-7.749739274051624,-6.707310083826384,-2.457769081079959,-1.615251435299869,-1.442252692109723,-0.4314344785708795,-0.3412914618822622,-0.4535106030206884,-0.08520341346494403,-0.1232976639112514
"lsc",2458605.246916500,"fa09",7.008640811910221,6.071624913923092,2.051589194232055,1.280015861585142,1.253096538114423,0.1956008519181658,0.2546421775211049,0.09685430359755154,0.03920974054364709,0.2401923575060438,-7.744736850192036,-6.722467540753210,-2.456068166353749,-1.629083970441733,-1.443242653601052,-0.4220253450854683,-0.3362153733343579,-0.4450849366640199,-0.08605378467014729,-0.1472153381411253
"lsc",2458605.249721500,"fa09",7.005479208433865,6.002852653926573,2.091035264867124,1.371129738032788,1.184615860424020,0.1939427512214910,0.3406165599287429,0.2641276251869151,0.05516332743072791,0.1242406392471771,-7.752869409197595,-6.709218680844321,-2.477328727764372,-1.642827806053887,-1.435920981627297,-0.3893868471886702,-0.3673680918973257,-0.4661318892185506,-0.1219280865547860,-0.1288393548738665
"lsc",2458605.252515000,"fa09",7.050298928467302,6.093369133874051,2.143792076519906,1.457412448770687,1.279561842106869,0.3289757749263762,0.3298442070936149,0.2681053212105597,0.03442738861247516,0.1553981194170646,-7.747274415951820,-6.695932415489562,-2.465490621101559,-1.647074532589231,-1.426770515801701,-0.4015844151145493,-0.3528644009440745,-0.4350002193536087,-0.1023311173881740,-0.1105577545135811
"lsc",2458605.255320200,"fa09",7.001213081997477,6.011714684851899,2.046749992592459,1.270764757988355,1.200810492583315,0.1629845121509021,0.3111128331510766,0.2156669664624951,0.05281963189525732,0.1637335595786855,-7.742817545893351,-6.688479564810475,-2.453489308902785,-1.603292388792829,-1.437051360016579,-0.4227662397832237,-0.3330317198784167,-0.3810062040262390,-0.08525028576687535,-0.1241493206511227
"lsc",2458605.258125200,"fa09",6.963346729215227,5.937531567379140,1.995248801740252,1.224872131531180,1.147860666330258,0.1310522385938252,0.2782544852443549,0.1586124860614271,0.02210578553043087,0.1384497449505941,-7.739867522823515,-6.680754245085319,-2.469815341349400,-1.621945492695865,-1.434889869068168,-0.4368039776867584,-0.3341137750929635,-0.3977655464956122,-0.1092652053587898,-0.1075154581513613
"lsc",2458608.246912700,"fa09",6.992276677377041,5.933108545568313,2.079045307994843,1.326165309613595,1.168097692388364,0.2021347160762413,0.3232086465498621,0.2050695851654849,0.03587884380417776,0.09406334804856864,-7.738849149813550,-6.735031917546195,-2.469695412254584,-1.647389224769582,-1.404621379115214,-0.3989943259686819,-0.3567850373613751,-0.4540187863723255,-0.1085145658987953,-0.1400676542637337
"lsc",2458608.249717600,"fa09",6.985022693808685,5.958826742803206,2.038495259732136,1.251650338619192,1.180775426025443,0.1504002462727121,0.3106630363946978,0.1776027938262457,0.04018657665819129,0.1387090616307487,-7.732126185131926,-6.687963271517212,-2.435967298021792,-1.611421520810242,-1.424247565669039,-0.3874808208436604,-0.3233396230700952,-0.3778125038139724,-0.09296419935265343,-0.1317107851570838
"lsc",2458608.252522700,"fa09",7.011839230652899,6.044301670362525,2.091230573441864,1.301292304615123,1.232718090152016,0.2123856816144061,0.3052604471397557,0.1779279402731697,0.05927080971027323,0.1995435834018542,-7.735959378424873,-6.653197065933734,-2.423185993361712,-1.584399526838218,-1.420548899121744,-0.3758033701176993,-0.3219352469887377,-0.3846585123694467,-0.07682195354974231,-0.09035259772119386
"lsc",2458608.255327900,"fa09",7.004020650368068,6.018174094502080,2.025579543393446,1.267531489512155,1.221541641845185,0.1191814268247692,0.3046120668812073,0.1459794566767876,0.02883636279249931,0.1891297526454938,-7.737233974618039,-6.701431165078848,-2.453320563340222,-1.608508556185078,-1.418234804143613,-0.4018149516175848,-0.3367746814999886,-0.4043793625743481,-0.09576685827354327,-0.1388503918915328
"lsc",2458608.258133000,"fa09",6.975561392866960,5.941587959510881,2.053284679852872,1.258178894736646,1.153706850928222,0.2273006355955849,0.2987567918014074,0.1922496522056685,0.02024546718327408,0.1250619563378697,-7.736176264311184,-6.707514500741336,-2.442467838652044,-1.621501945400839,-1.411724193967065,-0.3613210620671763,-0.3372614909317513,-0.4067978036803717,-0.1010888758325477,-0.1353056040275531
"lsc",2458610.246915000,"fa09",7.010256797677656,6.057316697686613,2.073516314113993,1.332226706448890,1.203728407153057,0.1864162421828408,0.3149035013609177,0.2628310968639253,0.04570961788129677,0.1824556643317832,-7.742728459840262,-6.685901917825150,-2.468332247640628,-1.610774920375324,-1.424996143613166,-0.4192399560400961,-0.3459180541271688,-0.4123728620908459,-0.09721289380534731,-0.1148623609279743
"lsc",2458610.249720200,"fa09",7.030096655314711,6.103374289563327,2.118045290940441,1.393735301944377,1.255653294397590,0.2315550979886445,0.3318409392215000,0.2385914299691355,0.05963032237241152,0.2134222566065733,-7.741431259970382,-6.696475622716097,-2.448918845083846,-1.606521214616377,-1.422308023821006,-0.3961581950067270,-0.3319160136337820,-0.4197783708727773,-0.09413973165301215,-0.1228782893120164
"lsc",2458610.252525100,"fa09",7.013916917873698,6.121332758877992,2.107811012009972,1.360095625213976,1.227387556703980,0.2225589474733899,0.3189510966086734,0.1873726811376328,0.07665725258321376,0.2557696772828537,-7.746975802984002,-6.692573235469017,-2.454439711508619,-1.615680300168822,-1.431093366066864,-0.4030038162969320,-0.3422767202719152,-0.4226053632796073,-0.09049163175057728,-0.1173930659001894
"lsc",2458610.255318600,"fa09",7.001216191025075,6.018308323242230,2.070616140158838,1.313192734855618,1.200836580302000,0.1658713416495472,0.3106486888175282,0.1923918131576854,0.04913295490450871,0.1821493410925198,-7.741421447506423,-6.696618364749203,-2.456047666781802,-1.616799944033172,-1.427314751201355,-0.4015509583309622,-0.3367833271179841,-0.4123524263543846,-0.09598655931565436,-0.1233222391858718
"lsc",2458610.255318600,"fa09",7.036209267939181,6.112440652687900,2.144290381453921,1.411971595780602,1.268478868236493,0.3527404337877789,0.3066354506345583,0.2074174857253971,0.03629266207909135,0.2186057940627715,-7.743653847505901,-6.683197534834389,-2.463997086085465,-1.601314984489544,-1.434977474360550,-0.4207852597676114,-0.3325574683545912,-0.3964467497596914,-0.1028575232750296,-0.1261161781061095
"lsc",2458610.258123600,"fa09",7.015371348613386,6.059896830668877,2.070675041332876,1.314283706560183,1.233215454088714,0.1763231037038332,0.3174828647890842,0.2390232338595810,0.05802640451778539,0.1908085077532573,-7.733979704947798,-6.707524692211000,-2.458876099892406,-1.634033816466109,-1.402316313874629,-0.3979336335808398,-0.3341143116150050,-0.4030570525992804,-0.09953119695833573,-0.1401628617943837
